array_separation_lambda,array_separation_mm,target_z_m,method,control_points,radius_lambda,synthesis_wall_s,radial_window_mm,radial_samples,angular_samples,normalization,radial_profile_rmse_to_method_reference,selected,fixed_1p4,reference
45.0,385.87499999999994,0.0,GS,8,1.65,0.0005623000033665448,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.24050086767713444,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,1.7,0.000598999991780147,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.23670194800440247,True,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,1.75,0.0005649999948218465,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.2435085566183682,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,1.8,0.0006285999988904223,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.2572619102317467,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,1.85,0.0005740000051446259,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.2733330939819998,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,1.9,0.0005798000056529418,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.29196434245208813,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,1.95,0.0005781000072602183,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3171623848309944,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,2.0,0.0005701999907614663,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.33176518522893333,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,2.05,0.0006394000083673745,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.33425363529939983,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,2.1,0.0005708999960916117,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.34211692992653814,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,2.15,0.0006143000064184889,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.34682517616444547,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,2.2,0.0006186999962665141,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.36065806878448226,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
