task,method,optimizer,parameter,parameter_value,metric,n_pairs,n_valid,n_missing,median,q25,q75,minimum,maximum,ci95_lo,ci95_hi
Triple,GFE,BFGS,epsilon_std_factor,3.0,field_cosine_to_fixed_GFE,1,1,0,0.9999999933793915,0.9999999933793915,0.9999999933793915,0.9999999933793915,0.9999999933793915,,
Triple,GFE,BFGS,epsilon_std_factor,3.0,worst_displacement_a,1,1,0,0.4580088392468824,0.4580088392468824,0.4580088392468824,0.4580088392468824,0.4580088392468824,,
Triple,GFE,BFGS,epsilon_std_factor,3.0,minimum_stiffness_n_m,1,1,0,0.001311939703798838,0.001311939703798838,0.001311939703798838,0.001311939703798838,0.001311939703798838,,
Triple,GFE,BFGS,epsilon_std_factor,3.0,common_nominal_loss_std_n_m,1,1,0,1.083085508470501e-05,1.083085508470501e-05,1.083085508470501e-05,1.083085508470501e-05,1.083085508470501e-05,,
Triple,GFE,BFGS,epsilon_std_factor,10.0,solve_wall_s,1,1,0,8.186179700001958,8.186179700001958,8.186179700001958,8.186179700001958,8.186179700001958,,
Triple,GFE,BFGS,epsilon_std_factor,10.0,iterations,1,1,0,2343.0,2343.0,2343.0,2343.0,2343.0,,
Triple,GFE,BFGS,epsilon_std_factor,10.0,evaluations,1,1,0,2452.0,2452.0,2452.0,2452.0,2452.0,,
Triple,GFE,BFGS,epsilon_std_factor,10.0,terminal_gradient_l2,1,1,0,2.9763098660590998e-08,2.9763098660590998e-08,2.9763098660590998e-08,2.9763098660590998e-08,2.9763098660590998e-08,,
Triple,GFE,BFGS,epsilon_std_factor,10.0,terminal_gradient_inf,1,1,0,7.718898163685403e-09,7.718898163685403e-09,7.718898163685403e-09,7.718898163685403e-09,7.718898163685403e-09,,
Triple,GFE,BFGS,epsilon_std_factor,10.0,relative_gradient_l2,1,1,0,9.938437641329453e-07,9.938437641329453e-07,9.938437641329453e-07,9.938437641329453e-07,9.938437641329453e-07,,
Triple,GFE,BFGS,epsilon_std_factor,10.0,objective_n_m,1,1,0,-0.04964944941883589,-0.04964944941883589,-0.04964944941883589,-0.04964944941883589,-0.04964944941883589,,
Triple,GFE,BFGS,epsilon_std_factor,10.0,surrogate_residual_n,1,1,0,1.3356897983246642e-08,1.3356897983246642e-08,1.3356897983246642e-08,1.3356897983246642e-08,1.3356897983246642e-08,,
Triple,GFE,BFGS,epsilon_std_factor,10.0,command_cosine_to_fixed_GFE,1,1,0,0.999999804108636,0.999999804108636,0.999999804108636,0.999999804108636,0.999999804108636,,
Triple,GFE,BFGS,epsilon_std_factor,10.0,field_cosine_to_fixed_GFE,1,1,0,0.9999998716696739,0.9999998716696739,0.9999998716696739,0.9999998716696739,0.9999998716696739,,
Triple,GFE,BFGS,epsilon_std_factor,10.0,worst_displacement_a,1,1,0,0.45814525815522694,0.45814525815522694,0.45814525815522694,0.45814525815522694,0.45814525815522694,,
Triple,GFE,BFGS,epsilon_std_factor,10.0,minimum_stiffness_n_m,1,1,0,0.0013111168892070125,0.0013111168892070125,0.0013111168892070125,0.0013111168892070125,0.0013111168892070125,,
Triple,GFE,BFGS,epsilon_std_factor,10.0,common_nominal_loss_std_n_m,1,1,0,3.58040876752919e-05,3.58040876752919e-05,3.58040876752919e-05,3.58040876752919e-05,3.58040876752919e-05,,
Triple,GFE,BFGS,epsilon_std_factor,30.0,solve_wall_s,1,1,0,9.399329900013981,9.399329900013981,9.399329900013981,9.399329900013981,9.399329900013981,,
Triple,GFE,BFGS,epsilon_std_factor,30.0,iterations,1,1,0,2585.0,2585.0,2585.0,2585.0,2585.0,,
Triple,GFE,BFGS,epsilon_std_factor,30.0,evaluations,1,1,0,2693.0,2693.0,2693.0,2693.0,2693.0,,
Triple,GFE,BFGS,epsilon_std_factor,30.0,terminal_gradient_l2,1,1,0,3.731594887082779e-08,3.731594887082779e-08,3.731594887082779e-08,3.731594887082779e-08,3.731594887082779e-08,,
Triple,GFE,BFGS,epsilon_std_factor,30.0,terminal_gradient_inf,1,1,0,9.944079688373533e-09,9.944079688373533e-09,9.944079688373533e-09,9.944079688373533e-09,9.944079688373533e-09,,
Triple,GFE,BFGS,epsilon_std_factor,30.0,relative_gradient_l2,1,1,0,1.270763062216683e-06,1.270763062216683e-06,1.270763062216683e-06,1.270763062216683e-06,1.270763062216683e-06,,
Triple,GFE,BFGS,epsilon_std_factor,30.0,objective_n_m,1,1,0,-0.04965055996048979,-0.04965055996048979,-0.04965055996048979,-0.04965055996048979,-0.04965055996048979,,
Triple,GFE,BFGS,epsilon_std_factor,30.0,surrogate_residual_n,1,1,0,1.3381544304775342e-08,1.3381544304775342e-08,1.3381544304775342e-08,1.3381544304775342e-08,1.3381544304775342e-08,,
Triple,GFE,BFGS,epsilon_std_factor,30.0,command_cosine_to_fixed_GFE,1,1,0,0.9999980775950718,0.9999980775950718,0.9999980775950718,0.9999980775950718,0.9999980775950718,,
Triple,GFE,BFGS,epsilon_std_factor,30.0,field_cosine_to_fixed_GFE,1,1,0,0.9999987335218783,0.9999987335218783,0.9999987335218783,0.9999987335218783,0.9999987335218783,,
Triple,GFE,BFGS,epsilon_std_factor,30.0,worst_displacement_a,1,1,0,0.4585176359297686,0.4585176359297686,0.4585176359297686,0.4585176359297686,0.4585176359297686,,
Triple,GFE,BFGS,epsilon_std_factor,30.0,minimum_stiffness_n_m,1,1,0,0.0013087979327317722,0.0013087979327317722,0.0013087979327317722,0.0013087979327317722,0.0013087979327317722,,
Triple,GFE,BFGS,epsilon_std_factor,30.0,common_nominal_loss_std_n_m,1,1,0,0.00010491299751162482,0.00010491299751162482,0.00010491299751162482,0.00010491299751162482,0.00010491299751162482,,
Triple,GFE,BFGS,first_stage_factor,0.01,solve_wall_s,1,1,0,11.1428212000028,11.1428212000028,11.1428212000028,11.1428212000028,11.1428212000028,,
Triple,GFE,BFGS,first_stage_factor,0.01,iterations,1,1,0,2812.0,2812.0,2812.0,2812.0,2812.0,,
Triple,GFE,BFGS,first_stage_factor,0.01,evaluations,1,1,0,2922.0,2922.0,2922.0,2922.0,2922.0,,
Triple,GFE,BFGS,first_stage_factor,0.01,terminal_gradient_l2,1,1,0,2.573518121219337e-08,2.573518121219337e-08,2.573518121219337e-08,2.573518121219337e-08,2.573518121219337e-08,,
Triple,GFE,BFGS,first_stage_factor,0.01,terminal_gradient_inf,1,1,0,6.9868867978814964e-09,6.9868867978814964e-09,6.9868867978814964e-09,6.9868867978814964e-09,6.9868867978814964e-09,,
Triple,GFE,BFGS,first_stage_factor,0.01,relative_gradient_l2,1,1,0,8.571221644378518e-07,8.571221644378518e-07,8.571221644378518e-07,8.571221644378518e-07,8.571221644378518e-07,,
Triple,GFE,BFGS,first_stage_factor,0.01,objective_n_m,1,1,0,-0.049648932268864375,-0.049648932268864375,-0.049648932268864375,-0.049648932268864375,-0.049648932268864375,,
Triple,GFE,BFGS,first_stage_factor,0.01,surrogate_residual_n,1,1,0,1.3345485288432808e-08,1.3345485288432808e-08,1.3345485288432808e-08,1.3345485288432808e-08,1.3345485288432808e-08,,
Triple,GFE,BFGS,first_stage_factor,0.01,command_cosine_to_fixed_GFE,1,1,0,0.9999999999437797,0.9999999999437797,0.9999999999437797,0.9999999999437797,0.9999999999437797,,
Triple,GFE,BFGS,first_stage_factor,0.01,field_cosine_to_fixed_GFE,1,1,0,0.9999999999844418,0.9999999999844418,0.9999999999844418,0.9999999999844418,0.9999999999844418,,
Triple,GFE,BFGS,first_stage_factor,0.01,worst_displacement_a,1,1,0,0.4579672453606368,0.4579672453606368,0.4579672453606368,0.4579672453606368,0.4579672453606368,,
Triple,GFE,BFGS,first_stage_factor,0.01,minimum_stiffness_n_m,1,1,0,0.0013121837459255197,0.0013121837459255197,0.0013121837459255197,0.0013121837459255197,0.0013121837459255197,,
Triple,GFE,BFGS,first_stage_factor,0.01,common_nominal_loss_std_n_m,1,1,0,3.619014062985256e-06,3.619014062985256e-06,3.619014062985256e-06,3.619014062985256e-06,3.619014062985256e-06,,
Triple,GFE,BFGS,first_stage_factor,0.02,solve_wall_s,1,1,0,10.35506990000431,10.35506990000431,10.35506990000431,10.35506990000431,10.35506990000431,,
Triple,GFE,BFGS,first_stage_factor,0.02,iterations,1,1,0,2941.0,2941.0,2941.0,2941.0,2941.0,,
Triple,GFE,BFGS,first_stage_factor,0.02,evaluations,1,1,0,3063.0,3063.0,3063.0,3063.0,3063.0,,
Triple,GFE,BFGS,first_stage_factor,0.02,terminal_gradient_l2,1,1,0,3.175989700468801e-08,3.175989700468801e-08,3.175989700468801e-08,3.175989700468801e-08,3.175989700468801e-08,,
Triple,GFE,BFGS,first_stage_factor,0.02,terminal_gradient_inf,1,1,0,8.901131888405431e-09,8.901131888405431e-09,8.901131888405431e-09,8.901131888405431e-09,8.901131888405431e-09,,
Triple,GFE,BFGS,first_stage_factor,0.02,relative_gradient_l2,1,1,0,1.0577781224281238e-06,1.0577781224281238e-06,1.0577781224281238e-06,1.0577781224281238e-06,1.0577781224281238e-06,,
Triple,GFE,BFGS,first_stage_factor,0.02,objective_n_m,1,1,0,-0.049648932268443434,-0.049648932268443434,-0.049648932268443434,-0.049648932268443434,-0.049648932268443434,,
Triple,GFE,BFGS,first_stage_factor,0.02,surrogate_residual_n,1,1,0,1.3345624989957613e-08,1.3345624989957613e-08,1.3345624989957613e-08,1.3345624989957613e-08,1.3345624989957613e-08,,
Triple,GFE,BFGS,first_stage_factor,0.02,command_cosine_to_fixed_GFE,1,1,0,0.9999999999359387,0.9999999999359387,0.9999999999359387,0.9999999999359387,0.9999999999359387,,
Triple,GFE,BFGS,first_stage_factor,0.02,field_cosine_to_fixed_GFE,1,1,0,0.9999999999889974,0.9999999999889974,0.9999999999889974,0.9999999999889974,0.9999999999889974,,
Triple,GFE,BFGS,first_stage_factor,0.02,worst_displacement_a,1,1,0,0.4579685411637381,0.4579685411637381,0.4579685411637381,0.4579685411637381,0.4579685411637381,,
Triple,GFE,BFGS,first_stage_factor,0.02,minimum_stiffness_n_m,1,1,0,0.0013121828411944475,0.0013121828411944475,0.0013121828411944475,0.0013121828411944475,0.0013121828411944475,,
Triple,GFE,BFGS,first_stage_factor,0.02,common_nominal_loss_std_n_m,1,1,0,3.619092119545129e-06,3.619092119545129e-06,3.619092119545129e-06,3.619092119545129e-06,3.619092119545129e-06,,
Triple,GFE,BFGS,first_stage_factor,0.05,solve_wall_s,1,1,0,9.424814900005003,9.424814900005003,9.424814900005003,9.424814900005003,9.424814900005003,,
Triple,GFE,BFGS,first_stage_factor,0.05,iterations,1,1,0,2777.0,2777.0,2777.0,2777.0,2777.0,,
Triple,GFE,BFGS,first_stage_factor,0.05,evaluations,1,1,0,2871.0,2871.0,2871.0,2871.0,2871.0,,
Triple,GFE,BFGS,first_stage_factor,0.05,terminal_gradient_l2,1,1,0,3.307155120464556e-08,3.307155120464556e-08,3.307155120464556e-08,3.307155120464556e-08,3.307155120464556e-08,,
Triple,GFE,BFGS,first_stage_factor,0.05,terminal_gradient_inf,1,1,0,9.894782154094378e-09,9.894782154094378e-09,9.894782154094378e-09,9.894782154094378e-09,9.894782154094378e-09,,
Triple,GFE,BFGS,first_stage_factor,0.05,relative_gradient_l2,1,1,0,1.1014633748299583e-06,1.1014633748299583e-06,1.1014633748299583e-06,1.1014633748299583e-06,1.1014633748299583e-06,,
Triple,GFE,BFGS,first_stage_factor,0.05,objective_n_m,1,1,0,-0.049648932268539954,-0.049648932268539954,-0.049648932268539954,-0.049648932268539954,-0.049648932268539954,,
Triple,GFE,BFGS,first_stage_factor,0.05,surrogate_residual_n,1,1,0,1.3345442864029888e-08,1.3345442864029888e-08,1.3345442864029888e-08,1.3345442864029888e-08,1.3345442864029888e-08,,
Triple,GFE,BFGS,first_stage_factor,0.05,command_cosine_to_fixed_GFE,1,1,0,1.0,1.0,1.0,1.0,1.0,,
Triple,GFE,BFGS,first_stage_factor,0.05,field_cosine_to_fixed_GFE,1,1,0,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,,
Triple,GFE,BFGS,first_stage_factor,0.05,worst_displacement_a,1,1,0,0.45796753839851656,0.45796753839851656,0.45796753839851656,0.45796753839851656,0.45796753839851656,,
Triple,GFE,BFGS,first_stage_factor,0.05,minimum_stiffness_n_m,1,1,0,0.001312184169728167,0.001312184169728167,0.001312184169728167,0.001312184169728167,0.001312184169728167,,
Triple,GFE,BFGS,first_stage_factor,0.05,common_nominal_loss_std_n_m,1,1,0,3.618937673684308e-06,3.618937673684308e-06,3.618937673684308e-06,3.618937673684308e-06,3.618937673684308e-06,,
Triple,GFE,BFGS,first_stage_factor,0.1,solve_wall_s,1,1,0,9.755747600007453,9.755747600007453,9.755747600007453,9.755747600007453,9.755747600007453,,
Triple,GFE,BFGS,first_stage_factor,0.1,iterations,1,1,0,2580.0,2580.0,2580.0,2580.0,2580.0,,
Triple,GFE,BFGS,first_stage_factor,0.1,evaluations,1,1,0,2682.0,2682.0,2682.0,2682.0,2682.0,,
Triple,GFE,BFGS,first_stage_factor,0.1,terminal_gradient_l2,1,1,0,2.7878371899117608e-08,2.7878371899117608e-08,2.7878371899117608e-08,2.7878371899117608e-08,2.7878371899117608e-08,,
Triple,GFE,BFGS,first_stage_factor,0.1,terminal_gradient_inf,1,1,0,6.691676137377899e-09,6.691676137377899e-09,6.691676137377899e-09,6.691676137377899e-09,6.691676137377899e-09,,
Triple,GFE,BFGS,first_stage_factor,0.1,relative_gradient_l2,1,1,0,9.285021257924346e-07,9.285021257924346e-07,9.285021257924346e-07,9.285021257924346e-07,9.285021257924346e-07,,
Triple,GFE,BFGS,first_stage_factor,0.1,objective_n_m,1,1,0,-0.049648932268483104,-0.049648932268483104,-0.049648932268483104,-0.049648932268483104,-0.049648932268483104,,
Triple,GFE,BFGS,first_stage_factor,0.1,surrogate_residual_n,1,1,0,1.3345681275224925e-08,1.3345681275224925e-08,1.3345681275224925e-08,1.3345681275224925e-08,1.3345681275224925e-08,,
Triple,GFE,BFGS,first_stage_factor,0.1,command_cosine_to_fixed_GFE,1,1,0,0.999999999899917,0.999999999899917,0.999999999899917,0.999999999899917,0.999999999899917,,
Triple,GFE,BFGS,first_stage_factor,0.1,field_cosine_to_fixed_GFE,1,1,0,0.9999999999675596,0.9999999999675596,0.9999999999675596,0.9999999999675596,0.9999999999675596,,
Triple,GFE,BFGS,first_stage_factor,0.1,worst_displacement_a,1,1,0,0.45796908339279135,0.45796908339279135,0.45796908339279135,0.45796908339279135,0.45796908339279135,,
Triple,GFE,BFGS,first_stage_factor,0.1,minimum_stiffness_n_m,1,1,0,0.0013121838937241287,0.0013121838937241287,0.0013121838937241287,0.0013121838937241287,0.0013121838937241287,,
Triple,GFE,BFGS,first_stage_factor,0.1,common_nominal_loss_std_n_m,1,1,0,3.6191536917631676e-06,3.6191536917631676e-06,3.6191536917631676e-06,3.6191536917631676e-06,3.6191536917631676e-06,,
Triple,GFE,BFGS,first_stage_factor,0.2,solve_wall_s,1,1,0,9.615850500005763,9.615850500005763,9.615850500005763,9.615850500005763,9.615850500005763,,
Triple,GFE,BFGS,first_stage_factor,0.2,iterations,1,1,0,2605.0,2605.0,2605.0,2605.0,2605.0,,
Triple,GFE,BFGS,first_stage_factor,0.2,evaluations,1,1,0,2684.0,2684.0,2684.0,2684.0,2684.0,,
Triple,GFE,BFGS,first_stage_factor,0.2,terminal_gradient_l2,1,1,0,3.3465142521856596e-08,3.3465142521856596e-08,3.3465142521856596e-08,3.3465142521856596e-08,3.3465142521856596e-08,,
Triple,GFE,BFGS,first_stage_factor,0.2,terminal_gradient_inf,1,1,0,9.579684049150439e-09,9.579684049150439e-09,9.579684049150439e-09,9.579684049150439e-09,9.579684049150439e-09,,
Triple,GFE,BFGS,first_stage_factor,0.2,relative_gradient_l2,1,1,0,1.1145721164755012e-06,1.1145721164755012e-06,1.1145721164755012e-06,1.1145721164755012e-06,1.1145721164755012e-06,,
Triple,GFE,BFGS,first_stage_factor,0.2,objective_n_m,1,1,0,-0.049648932268294366,-0.049648932268294366,-0.049648932268294366,-0.049648932268294366,-0.049648932268294366,,
Triple,GFE,BFGS,first_stage_factor,0.2,surrogate_residual_n,1,1,0,1.3345606376737398e-08,1.3345606376737398e-08,1.3345606376737398e-08,1.3345606376737398e-08,1.3345606376737398e-08,,
Triple,GFE,BFGS,first_stage_factor,0.2,command_cosine_to_fixed_GFE,1,1,0,0.9999999999194716,0.9999999999194716,0.9999999999194716,0.9999999999194716,0.9999999999194716,,
Triple,GFE,BFGS,first_stage_factor,0.2,field_cosine_to_fixed_GFE,1,1,0,0.9999999999825506,0.9999999999825506,0.9999999999825506,0.9999999999825506,0.9999999999825506,,
Triple,GFE,BFGS,first_stage_factor,0.2,worst_displacement_a,1,1,0,0.45796906100009144,0.45796906100009144,0.45796906100009144,0.45796906100009144,0.45796906100009144,,
Triple,GFE,BFGS,first_stage_factor,0.2,minimum_stiffness_n_m,1,1,0,0.001312182997267406,0.001312182997267406,0.001312182997267406,0.001312182997267406,0.001312182997267406,,
Triple,GFE,BFGS,first_stage_factor,0.2,common_nominal_loss_std_n_m,1,1,0,3.619189601201115e-06,3.619189601201115e-06,3.619189601201115e-06,3.619189601201115e-06,3.619189601201115e-06,,
Triple,GFE,BFGS,first_stage_factor,0.5,solve_wall_s,1,1,0,9.174736200002371,9.174736200002371,9.174736200002371,9.174736200002371,9.174736200002371,,
Triple,GFE,BFGS,first_stage_factor,0.5,iterations,1,1,0,2428.0,2428.0,2428.0,2428.0,2428.0,,
Triple,GFE,BFGS,first_stage_factor,0.5,evaluations,1,1,0,2525.0,2525.0,2525.0,2525.0,2525.0,,
Triple,GFE,BFGS,first_stage_factor,0.5,terminal_gradient_l2,1,1,0,3.2161767523892276e-08,3.2161767523892276e-08,3.2161767523892276e-08,3.2161767523892276e-08,3.2161767523892276e-08,,
Triple,GFE,BFGS,first_stage_factor,0.5,terminal_gradient_inf,1,1,0,9.726781950047974e-09,9.726781950047974e-09,9.726781950047974e-09,9.726781950047974e-09,9.726781950047974e-09,,
Triple,GFE,BFGS,first_stage_factor,0.5,relative_gradient_l2,1,1,0,1.0711626067417966e-06,1.0711626067417966e-06,1.0711626067417966e-06,1.0711626067417966e-06,1.0711626067417966e-06,,
Triple,GFE,BFGS,first_stage_factor,0.5,objective_n_m,1,1,0,-0.04964893226867149,-0.04964893226867149,-0.04964893226867149,-0.04964893226867149,-0.04964893226867149,,
Triple,GFE,BFGS,first_stage_factor,0.5,surrogate_residual_n,1,1,0,1.3345923794356279e-08,1.3345923794356279e-08,1.3345923794356279e-08,1.3345923794356279e-08,1.3345923794356279e-08,,
Triple,GFE,BFGS,first_stage_factor,0.5,command_cosine_to_fixed_GFE,1,1,0,0.9999999999203799,0.9999999999203799,0.9999999999203799,0.9999999999203799,0.9999999999203799,,
Triple,GFE,BFGS,first_stage_factor,0.5,field_cosine_to_fixed_GFE,1,1,0,0.9999999999870944,0.9999999999870944,0.9999999999870944,0.9999999999870944,0.9999999999870944,,
Triple,GFE,BFGS,first_stage_factor,0.5,worst_displacement_a,1,1,0,0.4579685295983081,0.4579685295983081,0.4579685295983081,0.4579685295983081,0.4579685295983081,,
Triple,GFE,BFGS,first_stage_factor,0.5,minimum_stiffness_n_m,1,1,0,0.0013121843566041918,0.0013121843566041918,0.0013121843566041918,0.0013121843566041918,0.0013121843566041918,,
Triple,GFE,BFGS,first_stage_factor,0.5,common_nominal_loss_std_n_m,1,1,0,3.6190483481231883e-06,3.6190483481231883e-06,3.6190483481231883e-06,3.6190483481231883e-06,3.6190483481231883e-06,,
Triple,GFE,BFGS,first_stage_iterations,1.0,solve_wall_s,1,1,0,13.20845950000512,13.20845950000512,13.20845950000512,13.20845950000512,13.20845950000512,,
Triple,GFE,BFGS,first_stage_iterations,1.0,iterations,1,1,0,3359.0,3359.0,3359.0,3359.0,3359.0,,
Triple,GFE,BFGS,first_stage_iterations,1.0,evaluations,1,1,0,3495.0,3495.0,3495.0,3495.0,3495.0,,
Triple,GFE,BFGS,first_stage_iterations,1.0,terminal_gradient_l2,1,1,0,4.025259919766508e-08,4.025259919766508e-08,4.025259919766508e-08,4.025259919766508e-08,4.025259919766508e-08,,
Triple,GFE,BFGS,first_stage_iterations,1.0,terminal_gradient_inf,1,1,0,1.3050722976262752e-08,1.3050722976262752e-08,1.3050722976262752e-08,1.3050722976262752e-08,1.3050722976262752e-08,,
Triple,GFE,BFGS,first_stage_iterations,1.0,relative_gradient_l2,1,1,0,1.3406315138828406e-06,1.3406315138828406e-06,1.3406315138828406e-06,1.3406315138828406e-06,1.3406315138828406e-06,,
Triple,GFE,BFGS,first_stage_iterations,1.0,objective_n_m,1,1,0,-0.049648932268154256,-0.049648932268154256,-0.049648932268154256,-0.049648932268154256,-0.049648932268154256,,
Triple,GFE,BFGS,first_stage_iterations,1.0,surrogate_residual_n,1,1,0,1.3345747867733646e-08,1.3345747867733646e-08,1.3345747867733646e-08,1.3345747867733646e-08,1.3345747867733646e-08,,
Triple,GFE,BFGS,first_stage_iterations,1.0,command_cosine_to_fixed_GFE,1,1,0,0.9999999999347258,0.9999999999347258,0.9999999999347258,0.9999999999347258,0.9999999999347258,,
Triple,GFE,BFGS,first_stage_iterations,1.0,field_cosine_to_fixed_GFE,1,1,0,0.9999999999719593,0.9999999999719593,0.9999999999719593,0.9999999999719593,0.9999999999719593,,
Triple,GFE,BFGS,first_stage_iterations,1.0,worst_displacement_a,1,1,0,0.4579694921640216,0.4579694921640216,0.4579694921640216,0.4579694921640216,0.4579694921640216,,
Triple,GFE,BFGS,first_stage_iterations,1.0,minimum_stiffness_n_m,1,1,0,0.0013121834252468865,0.0013121834252468865,0.0013121834252468865,0.0013121834252468865,0.0013121834252468865,,
Triple,GFE,BFGS,first_stage_iterations,1.0,common_nominal_loss_std_n_m,1,1,0,3.6190574302079688e-06,3.6190574302079688e-06,3.6190574302079688e-06,3.6190574302079688e-06,3.6190574302079688e-06,,
Triple,GFE,BFGS,first_stage_iterations,50,solve_wall_s,1,1,0,10.173431300005177,10.173431300005177,10.173431300005177,10.173431300005177,10.173431300005177,,
Triple,GFE,BFGS,first_stage_iterations,50,iterations,1,1,0,2840.0,2840.0,2840.0,2840.0,2840.0,,
Triple,GFE,BFGS,first_stage_iterations,50,evaluations,1,1,0,2943.0,2943.0,2943.0,2943.0,2943.0,,
Triple,GFE,BFGS,first_stage_iterations,50,terminal_gradient_l2,1,1,0,2.667285489935934e-08,2.667285489935934e-08,2.667285489935934e-08,2.667285489935934e-08,2.667285489935934e-08,,
Triple,GFE,BFGS,first_stage_iterations,50,terminal_gradient_inf,1,1,0,9.2722818760309e-09,9.2722818760309e-09,9.2722818760309e-09,9.2722818760309e-09,9.2722818760309e-09,,
Triple,GFE,BFGS,first_stage_iterations,50,relative_gradient_l2,1,1,0,8.883518221446848e-07,8.883518221446848e-07,8.883518221446848e-07,8.883518221446848e-07,8.883518221446848e-07,,
Triple,GFE,BFGS,first_stage_iterations,50,objective_n_m,1,1,0,-0.04964893226853741,-0.04964893226853741,-0.04964893226853741,-0.04964893226853741,-0.04964893226853741,,
Triple,GFE,BFGS,first_stage_iterations,50,surrogate_residual_n,1,1,0,1.3345532696090818e-08,1.3345532696090818e-08,1.3345532696090818e-08,1.3345532696090818e-08,1.3345532696090818e-08,,
Triple,GFE,BFGS,first_stage_iterations,50,command_cosine_to_fixed_GFE,1,1,0,0.9999999999002602,0.9999999999002602,0.9999999999002602,0.9999999999002602,0.9999999999002602,,
Triple,GFE,BFGS,first_stage_iterations,50,field_cosine_to_fixed_GFE,1,1,0,0.9999999999568903,0.9999999999568903,0.9999999999568903,0.9999999999568903,0.9999999999568903,,
Triple,GFE,BFGS,first_stage_iterations,50,worst_displacement_a,1,1,0,0.45796919114745754,0.45796919114745754,0.45796919114745754,0.45796919114745754,0.45796919114745754,,
Triple,GFE,BFGS,first_stage_iterations,50,minimum_stiffness_n_m,1,1,0,0.0013121848898283493,0.0013121848898283493,0.0013121848898283493,0.0013121848898283493,0.0013121848898283493,,
Triple,GFE,BFGS,first_stage_iterations,50,common_nominal_loss_std_n_m,1,1,0,3.6190965306402414e-06,3.6190965306402414e-06,3.6190965306402414e-06,3.6190965306402414e-06,3.6190965306402414e-06,,
Triple,GFE,BFGS,first_stage_iterations,100.0,solve_wall_s,1,1,0,10.424790899996879,10.424790899996879,10.424790899996879,10.424790899996879,10.424790899996879,,
Triple,GFE,BFGS,first_stage_iterations,100.0,iterations,1,1,0,2751.0,2751.0,2751.0,2751.0,2751.0,,
Triple,GFE,BFGS,first_stage_iterations,100.0,evaluations,1,1,0,2854.0,2854.0,2854.0,2854.0,2854.0,,
Triple,GFE,BFGS,first_stage_iterations,100.0,terminal_gradient_l2,1,1,0,2.6841116813126472e-08,2.6841116813126472e-08,2.6841116813126472e-08,2.6841116813126472e-08,2.6841116813126472e-08,,
Triple,GFE,BFGS,first_stage_iterations,100.0,terminal_gradient_inf,1,1,0,7.1473524610461055e-09,7.1473524610461055e-09,7.1473524610461055e-09,7.1473524610461055e-09,7.1473524610461055e-09,,
Triple,GFE,BFGS,first_stage_iterations,100.0,relative_gradient_l2,1,1,0,8.939558633414963e-07,8.939558633414963e-07,8.939558633414963e-07,8.939558633414963e-07,8.939558633414963e-07,,
Triple,GFE,BFGS,first_stage_iterations,100.0,objective_n_m,1,1,0,-0.049648932268525715,-0.049648932268525715,-0.049648932268525715,-0.049648932268525715,-0.049648932268525715,,
Triple,GFE,BFGS,first_stage_iterations,100.0,surrogate_residual_n,1,1,0,1.3345528791774848e-08,1.3345528791774848e-08,1.3345528791774848e-08,1.3345528791774848e-08,1.3345528791774848e-08,,
Triple,GFE,BFGS,first_stage_iterations,100.0,command_cosine_to_fixed_GFE,1,1,0,0.9999999999189461,0.9999999999189461,0.9999999999189461,0.9999999999189461,0.9999999999189461,,
Triple,GFE,BFGS,first_stage_iterations,100.0,field_cosine_to_fixed_GFE,1,1,0,0.999999999975755,0.999999999975755,0.999999999975755,0.999999999975755,0.999999999975755,,
Triple,GFE,BFGS,first_stage_iterations,100.0,worst_displacement_a,1,1,0,0.4579677961617129,0.4579677961617129,0.4579677961617129,0.4579677961617129,0.4579677961617129,,
Triple,GFE,BFGS,first_stage_iterations,100.0,minimum_stiffness_n_m,1,1,0,0.0013121837010811274,0.0013121837010811274,0.0013121837010811274,0.0013121837010811274,0.0013121837010811274,,
Triple,GFE,BFGS,first_stage_iterations,100.0,common_nominal_loss_std_n_m,1,1,0,3.619062786532923e-06,3.619062786532923e-06,3.619062786532923e-06,3.619062786532923e-06,3.619062786532923e-06,,
Triple,GFE,BFGS,first_stage_iterations,250,solve_wall_s,1,1,0,9.424814900005003,9.424814900005003,9.424814900005003,9.424814900005003,9.424814900005003,,
Triple,GFE,BFGS,first_stage_iterations,250,iterations,1,1,0,2777.0,2777.0,2777.0,2777.0,2777.0,,
Triple,GFE,BFGS,first_stage_iterations,250,evaluations,1,1,0,2871.0,2871.0,2871.0,2871.0,2871.0,,
Triple,GFE,BFGS,first_stage_iterations,250,terminal_gradient_l2,1,1,0,3.307155120464556e-08,3.307155120464556e-08,3.307155120464556e-08,3.307155120464556e-08,3.307155120464556e-08,,
Triple,GFE,BFGS,first_stage_iterations,250,terminal_gradient_inf,1,1,0,9.894782154094378e-09,9.894782154094378e-09,9.894782154094378e-09,9.894782154094378e-09,9.894782154094378e-09,,
Triple,GFE,BFGS,first_stage_iterations,250,relative_gradient_l2,1,1,0,1.1014633748299583e-06,1.1014633748299583e-06,1.1014633748299583e-06,1.1014633748299583e-06,1.1014633748299583e-06,,
Triple,GFE,BFGS,first_stage_iterations,250,objective_n_m,1,1,0,-0.049648932268539954,-0.049648932268539954,-0.049648932268539954,-0.049648932268539954,-0.049648932268539954,,
