task,method,optimizer,parameter,parameter_value,metric,n_valid_pairs,median_paired_difference,ci95_lo,ci95_hi,bootstrap_seed,bootstrap_resamples,sampling_unit
Triple,GFE,BFGS,gamma_uniformity,10.0,delta_terminal_gradient_l2,1,-4.817786791150086e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,10.0,delta_terminal_gradient_inf,1,-2.4657616105584713e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,10.0,delta_relative_gradient_l2,1,-9.706856646711463e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,10.0,delta_objective_n_m,1,5.233027601525553e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,10.0,delta_surrogate_residual_n,1,-8.48889703000253e-13,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,10.0,delta_command_cosine_to_fixed_GFE,1,-1.976063646047521e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,10.0,delta_field_cosine_to_fixed_GFE,1,-1.2733386567376215e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,10.0,delta_worst_displacement_a,1,-1.7759312632925628e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,10.0,delta_minimum_stiffness_n_m,1,1.0859274907244754e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,10.0,delta_common_nominal_loss_std_n_m,1,-3.2568279595893077e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,0.1",delta_solve_wall_s,1,-1.2940646000060951,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,0.1",delta_iterations,1,-563.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,0.1",delta_evaluations,1,-584.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,0.1",delta_terminal_gradient_l2,1,3.534900768283407e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,0.1",delta_terminal_gradient_inf,1,-2.1079550716137806e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,0.1",delta_relative_gradient_l2,1,6.874242205822582e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,0.1",delta_objective_n_m,1,-1.5629241789660853e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,0.1",delta_surrogate_residual_n,1,1.6093871995721052e-13,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,0.1",delta_command_cosine_to_fixed_GFE,1,-9.173983794852347e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,0.1",delta_field_cosine_to_fixed_GFE,1,-4.048239521381447e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,0.1",delta_worst_displacement_a,1,1.6770743694327628e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,0.1",delta_minimum_stiffness_n_m,1,-6.342370873282932e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,0.1",delta_common_nominal_loss_std_n_m,1,2.001345476679478e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,1",delta_solve_wall_s,1,-0.6190009000129066,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,1",delta_iterations,1,-455.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,1",delta_evaluations,1,-436.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,1",delta_terminal_gradient_l2,1,-3.4654501879389816e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,1",delta_terminal_gradient_inf,1,-6.93340990809836e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,1",delta_relative_gradient_l2,1,3.453314508228718e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,1",delta_objective_n_m,1,-5.320936418487521e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,1",delta_surrogate_residual_n,1,1.2192187991529963e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,1",delta_command_cosine_to_fixed_GFE,1,-2.2036925040325173e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,1",delta_field_cosine_to_fixed_GFE,1,-1.4390150326892837e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,1",delta_worst_displacement_a,1,0.00018799057977270106,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,1",delta_minimum_stiffness_n_m,1,-1.128687770363861e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,1",delta_common_nominal_loss_std_n_m,1,3.409425645502381e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,10",delta_solve_wall_s,1,-2.2760334000049625,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,10",delta_iterations,1,-673.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,10",delta_evaluations,1,-675.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,10",delta_terminal_gradient_l2,1,7.897959019995443e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,10",delta_terminal_gradient_inf,1,-2.5992160117063113e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,10",delta_relative_gradient_l2,1,9.007840119351922e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,10",delta_objective_n_m,1,-5.23390642218069e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,10",delta_surrogate_residual_n,1,1.1676741299058097e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,10",delta_command_cosine_to_fixed_GFE,1,-2.0288497850962095e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,10",delta_field_cosine_to_fixed_GFE,1,-1.3464121637274395e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,10",delta_worst_displacement_a,1,0.0016328734555530744,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,10",delta_minimum_stiffness_n_m,1,-1.143502165027203e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"0.1,10",delta_common_nominal_loss_std_n_m,1,0.0003318286996427116,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,0.1",delta_solve_wall_s,1,3.711880699993344,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,0.1",delta_iterations,1,758.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,0.1",delta_evaluations,1,849.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,0.1",delta_terminal_gradient_l2,1,1.2959355876002355e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,0.1",delta_terminal_gradient_inf,1,4.911318301085827e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,0.1",delta_relative_gradient_l2,1,4.315773840540364e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,0.1",delta_objective_n_m,1,5.233020024947299e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,0.1",delta_surrogate_residual_n,1,-1.2288430500190328e-12,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,0.1",delta_command_cosine_to_fixed_GFE,1,-2.096669837747811e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,0.1",delta_field_cosine_to_fixed_GFE,1,-1.382222669654709e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,0.1",delta_worst_displacement_a,1,-1.7614090293660567e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,0.1",delta_minimum_stiffness_n_m,1,1.1115050074111434e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,0.1",delta_common_nominal_loss_std_n_m,1,-3.2566438697160635e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,1",delta_solve_wall_s,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,1",delta_iterations,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,1",delta_evaluations,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,1",delta_terminal_gradient_l2,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,1",delta_terminal_gradient_inf,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,1",delta_relative_gradient_l2,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,1",delta_objective_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,1",delta_surrogate_residual_n,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,1",delta_command_cosine_to_fixed_GFE,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,1",delta_field_cosine_to_fixed_GFE,1,-5.551115123125783e-16,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,1",delta_worst_displacement_a,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,1",delta_minimum_stiffness_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,1",delta_common_nominal_loss_std_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,10",delta_solve_wall_s,1,-1.2386352000030456,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,10",delta_iterations,1,-434.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,10",delta_evaluations,1,-419.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,10",delta_terminal_gradient_l2,1,-3.3084525440545633e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,10",delta_terminal_gradient_inf,1,-2.175883990408975e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,10",delta_relative_gradient_l2,1,-1.0761961069701306e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,10",delta_objective_n_m,1,-5.171502959339103e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,10",delta_surrogate_residual_n,1,1.1455119216754316e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,10",delta_command_cosine_to_fixed_GFE,1,-1.9589136401876317e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,10",delta_field_cosine_to_fixed_GFE,1,-1.283303261434554e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,10",delta_worst_displacement_a,1,0.00017771975671038165,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,10",delta_minimum_stiffness_n_m,1,-1.0672805211544775e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"1,10",delta_common_nominal_loss_std_n_m,1,3.218515000160759e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"10,0.1",delta_solve_wall_s,1,23.754163699995843,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"10,0.1",delta_iterations,1,7755.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"10,0.1",delta_evaluations,1,8231.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"10,0.1",delta_terminal_gradient_l2,1,1.1819485150066588e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"10,0.1",delta_terminal_gradient_inf,1,3.492159405185584e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"10,0.1",delta_relative_gradient_l2,1,-4.013334312764611e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"10,0.1",delta_objective_n_m,1,5.7581004568596494e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"10,0.1",delta_surrogate_residual_n,1,-1.230505520939408e-12,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"10,0.1",delta_command_cosine_to_fixed_GFE,1,-2.662293607791355e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"10,0.1",delta_field_cosine_to_fixed_GFE,1,-1.7279001562897633e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"10,0.1",delta_worst_displacement_a,1,-1.8057706065222057e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"10,0.1",delta_minimum_stiffness_n_m,1,1.230000840472291e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"10,0.1",delta_common_nominal_loss_std_n_m,1,-3.5827306241757887e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"10,1",delta_solve_wall_s,1,6.905114599998342,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"10,1",delta_iterations,1,1203.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"10,1",delta_evaluations,1,1304.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"10,1",delta_terminal_gradient_l2,1,-4.817786791150086e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"10,1",delta_terminal_gradient_inf,1,-2.4657616105584713e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"10,1",delta_relative_gradient_l2,1,-9.706856646711463e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"10,1",delta_objective_n_m,1,5.233027601525553e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"10,1",delta_surrogate_residual_n,1,-8.48889703000253e-13,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"10,1",delta_command_cosine_to_fixed_GFE,1,-1.976063646047521e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_x_epsilon_std,"10,1",delta_field_cosine_to_fixed_GFE,1,-1.2733386567376215e-09,,,20260908,10000,paired seed; targets nested inside command
