task,method,optimizer,parameter,parameter_value,metric,n_valid_pairs,median_paired_difference,ci95_lo,ci95_hi,bootstrap_seed,bootstrap_resamples,sampling_unit
Triple,GFE,BFGS,beta_factor,0.01,delta_field_cosine_to_fixed_GFE,1,-0.06487575245496435,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.01,delta_worst_displacement_a,1,0.06901025903603031,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.01,delta_minimum_stiffness_n_m,1,-1.7443734553358042e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.01,delta_common_nominal_loss_std_n_m,1,0.015473902574081332,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.03,delta_solve_wall_s,1,-1.4916134999948554,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.03,delta_iterations,1,-615.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.03,delta_evaluations,1,-600.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.03,delta_terminal_gradient_l2,1,-5.822598052420668e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.03,delta_terminal_gradient_inf,1,-1.133026528003946e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.03,delta_relative_gradient_l2,1,9.388431073481189e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.03,delta_objective_n_m,1,-0.0005460859197752438,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.03,delta_surrogate_residual_n,1,5.1433444462244134e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.03,delta_command_cosine_to_fixed_GFE,1,-0.04598426369232378,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.03,delta_field_cosine_to_fixed_GFE,1,-0.03582841205120224,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.03,delta_worst_displacement_a,1,0.05233039170631204,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.03,delta_minimum_stiffness_n_m,1,-8.925990980648791e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.03,delta_common_nominal_loss_std_n_m,1,0.013359609162312451,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.1,delta_solve_wall_s,1,-2.428310600007535,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.1,delta_iterations,1,-818.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.1,delta_evaluations,1,-823.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.1,delta_terminal_gradient_l2,1,8.141376250619143e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.1,delta_terminal_gradient_inf,1,-2.4891139026459306e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.1,delta_relative_gradient_l2,1,7.0162989094796386e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.1,delta_objective_n_m,1,-8.148394403361542e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.1,delta_surrogate_residual_n,1,3.240215541224758e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.1,delta_command_cosine_to_fixed_GFE,1,-8.496714936079286e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.1,delta_field_cosine_to_fixed_GFE,1,-6.871988901258064e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.1,delta_worst_displacement_a,1,0.0005138424257794538,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.1,delta_minimum_stiffness_n_m,1,2.698889343304492e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.1,delta_common_nominal_loss_std_n_m,1,0.00012097938335719752,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.3,delta_solve_wall_s,1,-1.8259516999969492,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.3,delta_iterations,1,-676.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.3,delta_evaluations,1,-664.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.3,delta_terminal_gradient_l2,1,-2.5411769537262753e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.3,delta_terminal_gradient_inf,1,-1.3517449476820299e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.3,delta_relative_gradient_l2,1,1.7523417794943862e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.3,delta_objective_n_m,1,-6.146152435303198e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.3,delta_surrogate_residual_n,1,1.6317786926217193e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.3,delta_command_cosine_to_fixed_GFE,1,-7.002899271579821e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.3,delta_field_cosine_to_fixed_GFE,1,-1.3844860258238612e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.3,delta_worst_displacement_a,1,1.7031194347594258e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.3,delta_minimum_stiffness_n_m,1,2.3139499186978357e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,0.3,delta_common_nominal_loss_std_n_m,1,-2.169919805142807e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,1.0,delta_solve_wall_s,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,1.0,delta_iterations,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,1.0,delta_evaluations,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,1.0,delta_terminal_gradient_l2,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,1.0,delta_terminal_gradient_inf,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,1.0,delta_relative_gradient_l2,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,1.0,delta_objective_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,1.0,delta_surrogate_residual_n,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,1.0,delta_command_cosine_to_fixed_GFE,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,1.0,delta_field_cosine_to_fixed_GFE,1,-5.551115123125783e-16,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,1.0,delta_worst_displacement_a,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,1.0,delta_minimum_stiffness_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,1.0,delta_common_nominal_loss_std_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,3.0,delta_solve_wall_s,1,5.260337799991248,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,3.0,delta_iterations,1,1141.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,3.0,delta_evaluations,1,1170.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,3.0,delta_terminal_gradient_l2,1,-1.0855645095563141e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,3.0,delta_terminal_gradient_inf,1,-1.4764560728804544e-12,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,3.0,delta_relative_gradient_l2,1,-7.26269714179435e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,3.0,delta_objective_n_m,1,0.00017411659051129458,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,3.0,delta_surrogate_residual_n,1,-4.120013776058926e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,3.0,delta_command_cosine_to_fixed_GFE,1,-4.938083436600849e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,3.0,delta_field_cosine_to_fixed_GFE,1,-9.821075974691951e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,3.0,delta_worst_displacement_a,1,9.687751425002666e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,3.0,delta_minimum_stiffness_n_m,1,-4.5143890334709696e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,3.0,delta_common_nominal_loss_std_n_m,1,1.0861346009246974e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,10.0,delta_solve_wall_s,1,13.336590799983242,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,10.0,delta_iterations,1,3617.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,10.0,delta_evaluations,1,3739.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,10.0,delta_terminal_gradient_l2,1,1.1036657933542639e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,10.0,delta_terminal_gradient_inf,1,4.5917621137953e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,10.0,delta_relative_gradient_l2,1,-5.86664660516589e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,10.0,delta_objective_n_m,1,0.000782930325981028,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,10.0,delta_surrogate_residual_n,1,-1.846545606273795e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,10.0,delta_command_cosine_to_fixed_GFE,1,-9.89565106845891e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,10.0,delta_field_cosine_to_fixed_GFE,1,-2.008743455461648e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,10.0,delta_worst_displacement_a,1,0.00046007634302452916,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,10.0,delta_minimum_stiffness_n_m,1,-2.55091822935977e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,10.0,delta_common_nominal_loss_std_n_m,1,4.875305010579062e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,30.0,delta_solve_wall_s,1,36.52577259999816,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,30.0,delta_iterations,1,9578.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,30.0,delta_evaluations,1,9849.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,30.0,delta_terminal_gradient_l2,1,4.975126592252636e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,30.0,delta_terminal_gradient_inf,1,1.776770298888082e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,30.0,delta_relative_gradient_l2,1,-4.6310668509377964e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,30.0,delta_objective_n_m,1,0.0025214489732879944,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,30.0,delta_surrogate_residual_n,1,-5.808811521335318e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,30.0,delta_command_cosine_to_fixed_GFE,1,-0.0001093701461926111,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,30.0,delta_field_cosine_to_fixed_GFE,1,-2.215828254858998e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,30.0,delta_worst_displacement_a,1,0.0013779804650134175,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,30.0,delta_minimum_stiffness_n_m,1,-8.171722416592435e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,beta_factor,30.0,delta_common_nominal_loss_std_n_m,1,0.00015674315342087842,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.0,delta_solve_wall_s,1,63.00995379999222,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.0,delta_iterations,1,18096.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.0,delta_evaluations,1,18820.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.0,delta_terminal_gradient_l2,1,0.0034580241123789023,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.0,delta_terminal_gradient_inf,1,0.0009746537561388422,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.0,delta_relative_gradient_l2,1,0.11517099699799989,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.0,delta_objective_n_m,1,1.0064685594966816e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.0,delta_surrogate_residual_n,1,-1.3345423360814695e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.0,delta_command_cosine_to_fixed_GFE,1,-0.00047708908545895934,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.0,delta_field_cosine_to_fixed_GFE,1,-5.9381023032711866e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.0,delta_worst_displacement_a,1,0.006128402380088216,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.0,delta_minimum_stiffness_n_m,1,7.686451395942347e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.0,delta_common_nominal_loss_std_n_m,1,-1.2087717015890927e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.01,delta_solve_wall_s,1,7.1956900999939535,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.01,delta_iterations,1,1242.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.01,delta_evaluations,1,1373.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.01,delta_terminal_gradient_l2,1,4.414272791660726e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.01,delta_terminal_gradient_inf,1,6.096607741720397e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.01,delta_relative_gradient_l2,1,1.4701917729488282e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.01,delta_objective_n_m,1,7.759583040577167e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.01,delta_surrogate_residual_n,1,-1.3210303930388185e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.01,delta_command_cosine_to_fixed_GFE,1,-1.2176064835278666e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.01,delta_field_cosine_to_fixed_GFE,1,-6.825758359640943e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.01,delta_worst_displacement_a,1,0.005648948168456902,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.01,delta_minimum_stiffness_n_m,1,6.425206640300364e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.01,delta_common_nominal_loss_std_n_m,1,-4.139491005974896e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.03,delta_solve_wall_s,1,4.840084499985096,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.03,delta_iterations,1,705.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.03,delta_evaluations,1,754.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.03,delta_terminal_gradient_l2,1,1.62422853877203e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.03,delta_terminal_gradient_inf,1,-2.7528136182646294e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.03,delta_relative_gradient_l2,1,5.409554013719107e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.03,delta_objective_n_m,1,7.601797212784811e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.03,delta_surrogate_residual_n,1,-1.2940132254147558e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.03,delta_command_cosine_to_fixed_GFE,1,-1.1722417153636755e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.03,delta_field_cosine_to_fixed_GFE,1,-6.562185813629995e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.03,delta_worst_displacement_a,1,0.005542182275753982,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.03,delta_minimum_stiffness_n_m,1,6.008247814486218e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.03,delta_common_nominal_loss_std_n_m,1,-9.189048898316483e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.1,delta_solve_wall_s,1,2.9676343999890378,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.1,delta_iterations,1,620.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.1,delta_evaluations,1,655.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.1,delta_terminal_gradient_l2,1,8.935105480920297e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.1,delta_terminal_gradient_inf,1,-5.719253632104337e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.1,delta_relative_gradient_l2,1,2.975866077147903e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.1,delta_objective_n_m,1,7.049883858620265e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.1,delta_surrogate_residual_n,1,-1.1995599264405391e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.1,delta_command_cosine_to_fixed_GFE,1,-1.001482380358354e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.1,delta_field_cosine_to_fixed_GFE,1,-5.613514482138982e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.1,delta_worst_displacement_a,1,0.005142203914237142,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.1,delta_minimum_stiffness_n_m,1,4.945133650135786e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.1,delta_common_nominal_loss_std_n_m,1,-2.343339421712905e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.3,delta_solve_wall_s,1,0.1869458000001032,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.3,delta_iterations,1,-207.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.3,delta_evaluations,1,-179.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.3,delta_terminal_gradient_l2,1,1.4118628822707355e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.3,delta_terminal_gradient_inf,1,-1.4816526741880868e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.3,delta_relative_gradient_l2,1,4.7022622025790967e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.3,delta_objective_n_m,1,5.475864364674898e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.3,delta_surrogate_residual_n,1,-9.306372856571405e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.3,delta_command_cosine_to_fixed_GFE,1,-6.020323268796091e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.3,delta_field_cosine_to_fixed_GFE,1,-3.3822129907878917e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.3,delta_worst_displacement_a,1,0.004027343651551718,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.3,delta_minimum_stiffness_n_m,1,8.676091754857831e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,0.3,delta_common_nominal_loss_std_n_m,1,-4.3587069869434736e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,1.0,delta_solve_wall_s,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,1.0,delta_iterations,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,1.0,delta_evaluations,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,1.0,delta_terminal_gradient_l2,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,1.0,delta_terminal_gradient_inf,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,1.0,delta_relative_gradient_l2,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,1.0,delta_objective_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,1.0,delta_surrogate_residual_n,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,1.0,delta_command_cosine_to_fixed_GFE,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,1.0,delta_field_cosine_to_fixed_GFE,1,-5.551115123125783e-16,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,1.0,delta_worst_displacement_a,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,1.0,delta_minimum_stiffness_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,1.0,delta_common_nominal_loss_std_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,3.0,delta_solve_wall_s,1,0.12732909999613184,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,3.0,delta_iterations,1,-25.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,3.0,delta_evaluations,1,-3.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,3.0,delta_terminal_gradient_l2,1,-4.6478780366322465e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,3.0,delta_terminal_gradient_inf,1,-4.409654485804722e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,3.0,delta_relative_gradient_l2,1,-1.547930120472736e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,3.0,delta_objective_n_m,1,-1.5370338341584577e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,3.0,delta_surrogate_residual_n,1,2.5742581921721827e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,3.0,delta_command_cosine_to_fixed_GFE,1,-4.6448538751908686e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,3.0,delta_field_cosine_to_fixed_GFE,1,-2.5810116967006635e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,3.0,delta_worst_displacement_a,1,-0.012935547611480636,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,3.0,delta_minimum_stiffness_n_m,1,-3.096755111167671e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,3.0,delta_common_nominal_loss_std_n_m,1,6.701945532232752e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,10.0,delta_solve_wall_s,1,-0.2632337999966694,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,10.0,delta_iterations,1,-549.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,10.0,delta_evaluations,1,-546.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,10.0,delta_terminal_gradient_l2,1,-2.7450064749442885e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,10.0,delta_terminal_gradient_inf,1,-1.329644934998012e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,10.0,delta_relative_gradient_l2,1,-9.133553235765989e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,10.0,delta_objective_n_m,1,-6.627706640233849e-05,,,20260908,10000,paired seed; targets nested inside command
