case_id,method,levels,phase_step_deg,objective,actual_equilibrium_shift_mm,actual_root_converged,actual_root_stable,actual_stiffness_min_n_m,stiffness_retention_pct,candidate_evaluations,command_key,mechanics_setup_ms,reference_force_norm_n,transition_time_median_ms,transition_time_q25_ms,transition_time_q75_ms,timing_repeats,predicted_shift_mm,predicted_local_stable,predicted_local_stiffness_min,stable_offset_candidates
X+0_Y-10_Z45,fixed_nearest,10,36.0,-170.05784529525502,0.1038140650496205,True,True,1.8882293991420204e-05,97.5962745573692,1,,2.4187,1.9935628263630516e-17,0.5888,0.51055,0.6634,3,,,,
X+0_Y-10_Z45,best_offset,10,36.0,-170.44651426650228,0.096971600825307,True,True,1.8653169773769637e-05,96.41200796011528,256,,2.4187,1.9935628263630516e-17,26.4505,26.40975,27.82735,3,,,,
X+0_Y-10_Z45,mechanics_offset,10,36.0,-170.2602222106488,0.0204602676608902,True,True,1.8671075660946917e-05,96.504557513784,256,Xp0_Ym10_Z45__Q0010,2.4187,1.9935628263630516e-17,12.4041,12.329,12.4792,3,0.0194653373134986,True,1.877018042122549e-05,256.0
X+0_Y-10_Z45,fixed_nearest,16,22.5,-173.2007418404214,0.0576091686513825,True,True,1.907666935019218e-05,98.60093590257,1,,2.4187,1.9935628263630516e-17,0.6069,0.4759,0.6476,3,,,,
X+0_Y-10_Z45,best_offset,16,22.5,-173.90219884431798,0.0326327156771746,True,True,1.9102569935818237e-05,98.73480738381616,256,,2.4187,1.9935628263630516e-17,26.4325,26.1344,26.99875,3,,,,
X+0_Y-10_Z45,mechanics_offset,16,22.5,-173.8849059407866,0.0044232567430382,True,True,1.913761260653243e-05,98.91593125117043,256,Xp0_Ym10_Z45__Q0016,2.4187,1.9935628263630516e-17,12.1888,12.145,12.41945,3,0.0042581726024528,True,1.924329588873401e-05,256.0
X+0_Y-10_Z45,fixed_nearest,32,11.25,-175.3806145142477,0.0122744762785086,True,True,1.925127747757293e-05,99.50342702719412,1,,2.4187,1.9935628263630516e-17,0.6563,0.5659,0.7363999999999999,3,,,,
X+0_Y-10_Z45,best_offset,32,11.25,-175.42140018247,0.0302045231652225,True,True,1.929532426780129e-05,99.73109018265878,256,,2.4187,1.9935628263630516e-17,26.3185,26.0237,27.4912,3,,,,
X+0_Y-10_Z45,mechanics_offset,32,11.25,-175.3873119809819,0.0034130495901012,True,True,1.92458182187254e-05,99.4752099405623,256,Xp0_Ym10_Z45__Q0032,2.4187,1.9935628263630516e-17,12.967,12.54085,13.08915,3,0.0033564445809848,True,1.93490047973891e-05,256.0
X+0_Y-10_Z45,fixed_nearest,128,2.8125,-175.9251475685635,0.0034300447731126,True,True,1.9334561935932656e-05,99.93389659133344,1,,2.4187,1.9935628263630516e-17,0.5646,0.4772999999999999,0.6881999999999999,3,,,,
X+0_Y-10_Z45,best_offset,128,2.8125,-175.93206589953505,0.0097241544612224,True,True,1.933308454440338e-05,99.92626044768556,256,,2.4187,1.9935628263630516e-17,26.4264,25.85805,28.2103,3,,,,
X+0_Y-10_Z45,mechanics_offset,128,2.8125,-175.92856930811828,0.0008219648374244,True,True,1.9341370374323736e-05,99.96908713665728,256,Xp0_Ym10_Z45__Q0128,2.4187,1.9935628263630516e-17,11.8683,11.7671,12.34915,3,0.0008133538702555,True,1.9449806466904386e-05,256.0
X+0_Y-10_Z45,fixed_nearest,2048,0.17578125,-175.96553472482086,0.0002843584500379,True,True,1.9347609632504142e-05,100.00133577946974,1,,2.4187,1.9935628263630516e-17,0.5406,0.4354,0.6340999999999999,3,,,,
X+0_Y-10_Z45,best_offset,2048,0.17578125,-175.9655832314918,0.000546048516267,True,True,1.934731971941429e-05,99.99983731548396,256,,2.4187,1.9935628263630516e-17,29.4102,29.16355,29.4492,3,,,,
